name,review,rating,meta,ingredients,steps,cooks_note,editors_note,nutrition_facts,url
buffalo chicken bites,"These Buffalo chicken bites are always in demand at any football get-together. You can make the bites and use any type of sauce you want. Personally, I like to take a quarter cup of barbecue sauce and a quarter cup of hot sauce and mix it together.",5.0,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '15 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '15 mins', 'rest_time': None, 'servings': '6', 'soak_time': None, 'total_time': '30 mins', 'yield': None}",[],[],unknown,"The nutrition data for this recipe includes the full amount of the breading ingredients. The actual amount of the breading consumed will vary. We have determined the nutritional value of oil for frying based on a retention value of 10% after cooking. The exact amount will vary depending on cooking time and temperature, ingredient density, and the specific type of oil used.","{'Calories': '243', 'Carbs': '18g', 'Fat': '9g', 'Protein': '22g'}",https://www.allrecipes.com/recipe/234538/buffalo-chicken-bites/
energy balls,"These energy balls are super easy to make with oats, honey, peanut butter, chocolate chips, and seeds. That's it! This no-bake recipe makes enough energy balls to snack on for the whole week.",4.9,"{'active_time': None, 'additional_time': '30 mins', 'bake_time': None, 'cook_time': None, 'cool_time': None, 'fry_time': None, 'prep_time': '10 mins', 'rest_time': None, 'servings': '20', 'soak_time': None, 'total_time': '40 mins', 'yield': '20 energy balls'}",[],[],"You can press dough into a parchment-lined baking sheet and cut into bars as an alternative to balls, if you prefer.",unknown,"{'Calories': '114', 'Carbs': '13g', 'Fat': '7g', 'Protein': '3g'}",https://www.allrecipes.com/recipe/245429/no-bake-energy-balls/
fast english muffin pizzas,"This English muffin pizza recipe is very fast and very kid-friendly — they can make them with pizza sauce, cheese, and their choice of topping, and all you have to do is bake them! ",4.7,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '10 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '10 mins', 'rest_time': None, 'servings': '4', 'soak_time': None, 'total_time': '20 mins', 'yield': '8 pizzas'}",[],[],You can toast the muffins first if you prefer a crispier crust.,unknown,"{'Calories': '327', 'Carbs': '30g', 'Fat': '14g', 'Protein': '21g'}",https://www.allrecipes.com/recipe/86649/fast-english-muffin-pizzas/
no bake energy balls,"A healthy pick-me-up snack on the run. Healthy enough for the kids, too!",4.7,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': None, 'cool_time': None, 'fry_time': None, 'prep_time': '15 mins', 'rest_time': None, 'servings': '12', 'soak_time': None, 'total_time': '15 mins', 'yield': '1 dozen energy balls'}",[],[],unknown,unknown,"{'Calories': '144', 'Carbs': '17g', 'Fat': '8g', 'Protein': '5g'}",https://www.allrecipes.com/recipe/230753/energy-balls/
funeral sandwiches,These little funeral sandwiches with ham and cheese are baked until golden and delish. Always a favorite at a party or funeral!,4.8,"{'active_time': None, 'additional_time': '1 hr', 'bake_time': None, 'cook_time': '15 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '15 mins', 'rest_time': None, 'servings': '24', 'soak_time': None, 'total_time': '1 hr 30 mins', 'yield': '24 sandwiches'}",[],[],unknown,unknown,"{'Calories': '419', 'Carbs': '46g', 'Fat': '12g', 'Protein': '20g'}",https://www.allrecipes.com/recipe/278533/funeral-sandwiches/
monte cristo sandwich,"I love a Monte Cristo! It's a fried sandwich with ham, turkey, Swiss cheese, and mustard dipped in beaten egg and pan-fried until golden and gooey for a delicious alternative to your usual ham and cheese sandwich. Great with berry jam on the side.",4.6,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '15 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '5 mins', 'rest_time': None, 'servings': '1', 'soak_time': None, 'total_time': '20 mins', 'yield': '1 sandwich'}",[],[],unknown,unknown,"{'Calories': '641', 'Carbs': '33g', 'Fat': '34g', 'Protein': '49g'}",https://www.allrecipes.com/recipe/20803/monte-cristo-sandwich/
best ever irish soda bread,"This is the best Irish soda bread recipe as it's made with buttermilk and raisins. It's moist, cake-like, and so delicious —you'll be craving it all year 'round.",4.8,"{'active_time': None, 'additional_time': '10 mins', 'bake_time': None, 'cook_time': '45 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '15 mins', 'rest_time': None, 'servings': '12', 'soak_time': None, 'total_time': '1 hr 10 mins', 'yield': '1 (9-inch) round loaf'}",[],[],unknown,unknown,"{'Calories': '360', 'Carbs': '62g', 'Fat': '10g', 'Protein': '8g'}",https://www.allrecipes.com/recipe/213826/best-ever-irish-soda-bread/
million dollar spaghetti,"Million dollar spaghetti is the perfect combination of noodles, lean ground beef sauce, cottage cheese, cream cheese, and sour cream. It's unbelievably good! ",4.7,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '50 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '10 mins', 'rest_time': None, 'servings': '8', 'soak_time': None, 'total_time': '1 hr', 'yield': None}",[],[],unknown,unknown,"{'Calories': '618', 'Carbs': '31g', 'Fat': '42g', 'Protein': '28g'}",https://www.allrecipes.com/recipe/232227/million-dollar-spaghetti/
easy cheeseburger soup,"This cheeseburger soup recipe makes a creamy, comforting dinner. Hash brown potatoes make it easy!",4.7,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '30 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '15 mins', 'rest_time': None, 'servings': '6', 'soak_time': None, 'total_time': '45 mins', 'yield': None}",[],[],unknown,unknown,"{'Calories': '762', 'Carbs': '48g', 'Fat': '48g', 'Protein': '35g'}",https://www.allrecipes.com/recipe/13416/cheeseburger-soup-ii/
sweet and savory slow cooker pulled pork,This is a sweet and savory pulled pork that combines many techniques for the best flavor. The slow cooker makes the meat fall off the bone!,4.6,"{'active_time': None, 'additional_time': '8 hrs 30 mins', 'bake_time': None, 'cook_time': '6 hrs 15 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '20 mins', 'rest_time': None, 'servings': '10', 'soak_time': None, 'total_time': '15 hrs 5 mins', 'yield': '10 servings'}",[],[],unknown,unknown,"{'Calories': '485', 'Carbs': '46g', 'Fat': '19g', 'Protein': '29g'}",https://www.allrecipes.com/recipe/213262/sweet-and-savory-slow-cooker-pulled-pork/
judy's strawberry pretzel salad,"This three-layer strawberry pretzel dessert salad includes a pretzel crust, cream cheese center, and strawberry top.",4.8,"{'active_time': None, 'additional_time': '1 hr 30 mins', 'bake_time': None, 'cook_time': '10 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '15 mins', 'rest_time': None, 'servings': '16', 'soak_time': None, 'total_time': '1 hr 55 mins', 'yield': '1 (9x13-inch) dish'}",[],[],unknown,unknown,"{'Calories': '371', 'Carbs': '41g', 'Fat': '22g', 'Protein': '4g'}",https://www.allrecipes.com/recipe/16080/judys-strawberry-pretzel-salad/
grilled pesto chicken kabobs,"Pesto can sometimes be overpowering, but not in this recipe! Using it in a marinade adds the wonderful flavors of basil and garlic, without taking away from the natural flavors of the chicken and vegetables.",4.4,"{'active_time': None, 'additional_time': '4 hrs', 'bake_time': None, 'cook_time': '10 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '20 mins', 'rest_time': None, 'servings': '6', 'soak_time': None, 'total_time': '4 hrs 30 mins', 'yield': '6 servings'}",[],[],unknown,unknown,"{'Calories': '263', 'Carbs': '6g', 'Fat': '15g', 'Protein': '26g'}",https://www.allrecipes.com/recipe/274516/grilled-pesto-chicken-kabobs/
lobster tails steamed in beer,"Steamed lobster tails with a hint of beer. Great with melted butter, lemon juice, and garlic.",4.7,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '10 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '5 mins', 'rest_time': None, 'servings': '2', 'soak_time': None, 'total_time': '15 mins', 'yield': None}",[],[],unknown,unknown,"{'Calories': '209', 'Carbs': '4g', 'Fat': '2g', 'Protein': '36g'}",https://www.allrecipes.com/recipe/21333/lobster-tails-steamed-in-beer/
creamy au gratin potatoes,"These au gratin potatoes are my husband's favorite — he considers it a special occasion every time I make them! The creamy cheese sauce and tender potatoes in this classic French dish make a delicious flavor combination. Serve potatoes au gratin with a roast pork loin or beef tenderloin, alongside a green salad.",4.6,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '1 hr 30 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '30 mins', 'rest_time': None, 'servings': '4', 'soak_time': None, 'total_time': '2 hrs', 'yield': None}",[],[],unknown,unknown,"{'Calories': '499', 'Carbs': '49g', 'Fat': '25g', 'Protein': '20g'}",https://www.allrecipes.com/recipe/15925/creamy-au-gratin-potatoes/
filet mignon and balsamic strawberries,Also great for barbecues! The succulent meat together with this summer fruit complement each other surprising well! A great idea for something new. Serve steaks over mashed potatoes.,4.4,"{'active_time': None, 'additional_time': '1 hr', 'bake_time': None, 'cook_time': '15 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '10 mins', 'rest_time': None, 'servings': '4', 'soak_time': None, 'total_time': '1 hr 25 mins', 'yield': '4 servings'}",[],[],unknown,unknown,"{'Calories': '438', 'Carbs': '22g', 'Fat': '27g', 'Protein': '26g'}",https://www.allrecipes.com/recipe/213507/filet-mignon-and-balsamic-strawberries/
strawberry-tomato caprese salad,This strawberry-tomato caprese salad combines fruit and herbs deliciously.,5.0,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': None, 'cool_time': None, 'fry_time': None, 'prep_time': '15 mins', 'rest_time': None, 'servings': '2', 'soak_time': None, 'total_time': '15 mins', 'yield': '2 servings'}",[],[],unknown,unknown,"{'Calories': '514', 'Carbs': '15g', 'Fat': '39g', 'Protein': '29g'}",https://www.allrecipes.com/recipe/275365/strawberry-tomato-caprese-salad/
blueberry smoothie,"Blueberry smoothie recipes are a great way to use fresh or frozen berries, and this is a delicious one!",4.5,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': None, 'cool_time': None, 'fry_time': None, 'prep_time': '5 mins', 'rest_time': None, 'servings': '2', 'soak_time': None, 'total_time': '5 mins', 'yield': None}",[],[],unknown,unknown,"{'Calories': '211', 'Carbs': '36g', 'Fat': '4g', 'Protein': '10g'}",https://www.allrecipes.com/recipe/215184/blueberry-smoothie/
strawberry-feta chicken salad with roasted strawberry-balsamic dressing,"A wonderfully easy summer salad, with a sweet and tangy dressing. You'll love the roasted strawberries!",5.0,"{'active_time': None, 'additional_time': '10 mins', 'bake_time': None, 'cook_time': '20 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '30 mins', 'rest_time': None, 'servings': '2', 'soak_time': None, 'total_time': '1 hr', 'yield': '2 servings'}",[],[],unknown,unknown,"{'Calories': '698', 'Carbs': '41g', 'Fat': '50g', 'Protein': '25g'}",https://www.allrecipes.com/recipe/273830/strawberry-feta-chicken-salad-with-roasted-strawberry-balsamic-dressing/
white bean soup,A hearty and flavorful white bean soup recipe that makes a great winter meal. Tastes even better the next day!,4.6,"{'active_time': None, 'additional_time': '45 mins', 'bake_time': None, 'cook_time': '1 hr 15 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '20 mins', 'rest_time': None, 'servings': '6', 'soak_time': None, 'total_time': '2 hrs 20 mins', 'yield': None}",[],[],unknown,unknown,"{'Calories': '161', 'Carbs': '29g', 'Fat': '3g', 'Protein': '7g'}",https://www.allrecipes.com/recipe/68361/white-bean-soup/
balsamic strawberries,Warm balsamic strawberries melt the ice cream giving a strawberry Romanoff decadence without the calories. You could also serve these over yogurt.,4.7,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '2 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '10 mins', 'rest_time': None, 'servings': '4', 'soak_time': None, 'total_time': '12 mins', 'yield': '4 servings'}",[],[],unknown,unknown,"{'Calories': '160', 'Carbs': '23g', 'Fat': '6g', 'Protein': '4g'}",https://www.allrecipes.com/recipe/77430/balsamic-strawberries/
chef john's strawberry semifreddo,"My lighter, no-cook adaptation of semifreddo skips the traditional egg custard and cuts down on fat, sugar, and time. It just so happens to be lighter, with a cleaner, more distinct berry flavor and a texture that's less creamy than classic semifreddo, falling somewhere between strawberry ice cream and a strawberry ice pop.",4.6,"{'active_time': None, 'additional_time': '3 hrs 40 mins', 'bake_time': None, 'cook_time': None, 'cool_time': None, 'fry_time': None, 'prep_time': '20 mins', 'rest_time': None, 'servings': '10', 'soak_time': None, 'total_time': '4 hrs', 'yield': '10 5 1/2-ounce ramekins'}",[],[],unknown,unknown,"{'Calories': '289', 'Carbs': '23g', 'Fat': '22g', 'Protein': '3g'}",https://www.allrecipes.com/recipe/264320/chef-johns-strawberry-semifreddo/
lentil flatbread,"This 3-ingredient, extremely simple recipe is easier than you may think and may just become your new favorite healthy flatbread.",4.8,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '5 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '5 mins', 'rest_time': None, 'servings': '4', 'soak_time': '3 hrs', 'total_time': '3 hrs 10 mins', 'yield': '8 flatbreads'}",[],[],unknown,unknown,"{'Calories': '177', 'Carbs': '30g', 'Fat': '1g', 'Protein': '13g'}",https://www.allrecipes.com/recipe/8542186/lentil-flatbread/
melt in your mouth blueberry cake,A nice tender blueberry cake — one of my mom's specialties from years ago. It is a great cake to take along to a picnic.,4.5,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '50 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '25 mins', 'rest_time': None, 'servings': '12', 'soak_time': None, 'total_time': '1 hr 15 mins', 'yield': '1 (8-inch square) cake'}",[],[],unknown,unknown,"{'Calories': '206', 'Carbs': '29g', 'Fat': '9g', 'Protein': '3g'}",https://www.allrecipes.com/recipe/7358/melt-in-your-mouth-blueberry-cake/
green punch,This is a green colored punch that tastes wonderful. Great for Saint Patrick's Day or whenever you feel like drinking something green!,4.7,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': None, 'cool_time': None, 'fry_time': None, 'prep_time': '5 mins', 'rest_time': None, 'servings': '20', 'soak_time': None, 'total_time': '5 mins', 'yield': None}",[],[],unknown,unknown,"{'Calories': '232', 'Carbs': '57g', 'Fat': '0g', 'Protein': '2g'}",https://www.allrecipes.com/recipe/18940/green-punch/
turkey patties,These turkey patties are made with a blend of different seasonings and quickly pan-fried for an entree that you can get on the table in minutes. Serve on hamburger buns with lettuce and sliced tomatoes.,4.2,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '10 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '10 mins', 'rest_time': None, 'servings': '4', 'soak_time': None, 'total_time': '20 mins', 'yield': None}",[],[],unknown,unknown,"{'Calories': '251', 'Carbs': '6g', 'Fat': '14g', 'Protein': '23g'}",https://www.allrecipes.com/recipe/35554/turkey-patties/
no-bake cheesecake flag cake,"You can make this lovely, sweet treat for 4th July or any patriotic holiday without turning on the oven! Besides the taste and light mousse-like texture, I think your guests will enjoy the iconic stars and stripes design provided by the fresh blueberries and strawberries. ",4.7,"{'active_time': None, 'additional_time': '3 hrs', 'bake_time': None, 'cook_time': None, 'cool_time': None, 'fry_time': None, 'prep_time': '30 mins', 'rest_time': None, 'servings': '12', 'soak_time': None, 'total_time': '3 hrs 30 mins', 'yield': '1 (9x11-inch) cheesecake'}",[],[],unknown,unknown,"{'Calories': '381', 'Carbs': '22g', 'Fat': '32g', 'Protein': '5g'}",https://www.allrecipes.com/recipe/233327/no-bake-cheesecake-flag-cake/
peach dump cake,This peach dump cake is so simple to make with yellow cake mix and canned peaches in heavy syrup.,4.6,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '45 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '10 mins', 'rest_time': None, 'servings': '24', 'soak_time': None, 'total_time': '55 mins', 'yield': '1 9x13-inch cake'}",[],[],unknown,unknown,"{'Calories': '155', 'Carbs': '24g', 'Fat': '6g', 'Protein': '1g'}",https://www.allrecipes.com/recipe/7987/peach-cobbler-dump-cake-i/
maritime donair sauce,Homemade donair sauce for maritime sandwiches. Done just like in Atlantic Canada. Long live Greco!,4.9,"{'active_time': None, 'additional_time': '1 hr', 'bake_time': None, 'cook_time': None, 'cool_time': None, 'fry_time': None, 'prep_time': '5 mins', 'rest_time': None, 'servings': '6', 'soak_time': None, 'total_time': '1 hr 5 mins', 'yield': None}",[],[],unknown,unknown,"{'Calories': '112', 'Carbs': '19g', 'Fat': '3g', 'Protein': '3g'}",https://www.allrecipes.com/recipe/233517/maritime-donair-sauce/
easy fried eggplant,"These fried eggplant slices are easy to make, quick, and so tasty! I serve them with sliced fresh tomatoes, fresh green beans, and bread and butter. An inexpensive meal from my childhood and still a favorite!",4.6,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '15 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '15 mins', 'rest_time': None, 'servings': '4', 'soak_time': None, 'total_time': '30 mins', 'yield': None}",[],[],unknown,unknown,"{'Calories': '357', 'Carbs': '46g', 'Fat': '14g', 'Protein': '13g'}",https://www.allrecipes.com/recipe/22448/easy-fried-eggplant/
southern fried cabbage,"Fried cabbage is a favorite at Mammaw's house! Bacon is fried until crispy, then sautéed with cabbage and onion in this simple, quick side dish. It's terrific with cornbread.",4.7,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '10 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '10 mins', 'rest_time': None, 'servings': '6', 'soak_time': None, 'total_time': '20 mins', 'yield': None}",[],[],unknown,unknown,"{'Calories': '189', 'Carbs': '14g', 'Fat': '14g', 'Protein': '4g'}",https://www.allrecipes.com/recipe/73833/southern-fried-cabbage/
egg custard pie,"This delicious egg custard pie is great served cold or warm with whipped cream and a dash of nutmeg. I'm 78, and this was my grandmother's pie.",4.7,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '50 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '15 mins', 'rest_time': None, 'servings': '8', 'soak_time': None, 'total_time': '1 hr 5 mins', 'yield': '1 (9-inch) pie'}",[],[],unknown,unknown,"{'Calories': '313', 'Carbs': '39g', 'Fat': '16g', 'Protein': '5g'}",https://www.allrecipes.com/recipe/12543/egg-custard-pie-iii/
best ever cowboy caviar,This is the best recipe for cowboy caviar! You can make this ahead of time to allow the flavors to meld. Add some heat with sliced jalapeños before serving. Great as a side dish or dip for tortilla chips.,4.8,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': None, 'cool_time': None, 'fry_time': None, 'prep_time': '15 mins', 'rest_time': None, 'servings': '8', 'soak_time': None, 'total_time': '15 mins', 'yield': None}",[],[],"For best flavor, cover the bowl and refrigerate, stirring occasionally, for a few hours to overnight. Drain excess dressing before serving.",unknown,"{'Calories': '426', 'Carbs': '38g', 'Fat': '28g', 'Protein': '6g'}",https://www.allrecipes.com/recipe/237603/best-ever-cowboy-caviar/
homemade peach ice cream,This peach ice cream is easy to make at home and the best you'll ever eat!,4.8,"{'active_time': None, 'additional_time': '4 hrs 20 mins', 'bake_time': None, 'cook_time': None, 'cool_time': None, 'fry_time': None, 'prep_time': '15 mins', 'rest_time': None, 'servings': '32', 'soak_time': None, 'total_time': '4 hrs 35 mins', 'yield': '1 gallon'}",[],[],unknown,unknown,"{'Calories': '106', 'Carbs': '14g', 'Fat': '5g', 'Protein': '3g'}",https://www.allrecipes.com/recipe/38236/georgia-peach-homemade-ice-cream/
peach ice cream,This peach ice cream is made with fresh peaches for a creamy and delicious summertime treat!,4.8,"{'active_time': None, 'additional_time': '4 hrs 20 mins', 'bake_time': None, 'cook_time': None, 'cool_time': None, 'fry_time': None, 'prep_time': '20 mins', 'rest_time': None, 'servings': '32', 'soak_time': None, 'total_time': '4 hrs 40 mins', 'yield': '4 quarts'}",[],[],unknown,"This recipe contains raw egg. We recommend that pregnant women, young children, older adults, and the immunocompromised do not consume raw egg.","{'Calories': '229', 'Carbs': '25g', 'Fat': '14g', 'Protein': '2g'}",https://www.allrecipes.com/recipe/20120/peach-ice-cream/
chef john's strawberry ice cream,"Homemade strawberry ice cream with sweet, juicy strawberries! Some people consider this quick strawberry ice cream recipe a hack because we're skipping the more time-consuming egg-custard step; but even if I didn't want to save time I'd still prefer this method for strawberry ice cream. ",4.8,"{'active_time': None, 'additional_time': '2 hrs 45 mins', 'bake_time': None, 'cook_time': None, 'cool_time': None, 'fry_time': None, 'prep_time': '10 mins', 'rest_time': None, 'servings': '12', 'soak_time': None, 'total_time': '2 hrs 55 mins', 'yield': None}",[],[],unknown,unknown,"{'Calories': '205', 'Carbs': '17g', 'Fat': '15g', 'Protein': '2g'}",https://www.allrecipes.com/recipe/238034/chef-johns-strawberry-ice-cream/
pink summer beer,"Summer beer is a refreshing summertime cocktail that's great for special gatherings or cocktail parties. This recipe was given to me from Dottie, a long time friend and sorority sister. Garnish with lemon slices and sprigs of mint.",4.8,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': None, 'cool_time': None, 'fry_time': None, 'prep_time': '10 mins', 'rest_time': None, 'servings': '8', 'soak_time': None, 'total_time': '10 mins', 'yield': None}",[],[],unknown,unknown,"{'Calories': None, 'Carbs': None, 'Fat': None, 'Protein': None}",https://www.allrecipes.com/recipe/20402/summer-beer-ii/
summer beer,"Summer beer is lemonade with a kick! Use a light beer and your favorite vodka to make this refreshing, crowd-pleasing cocktail.",4.8,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': None, 'cool_time': None, 'fry_time': None, 'prep_time': '10 mins', 'rest_time': None, 'servings': '4', 'soak_time': None, 'total_time': '10 mins', 'yield': None}",[],[],unknown,unknown,"{'Calories': None, 'Carbs': None, 'Fat': None, 'Protein': None}",https://www.allrecipes.com/recipe/19747/summer-beer-i/
best bbq chicken,BBQ chicken stays moist and tender when grilled slowly over indirect heat and basted with homemade BBQ sauce towards the end of the cooking time. Coating the chicken legs with a rub before grilling makes them taste great! ,4.7,"{'active_time': None, 'additional_time': '1 hr', 'bake_time': None, 'cook_time': '45 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '15 mins', 'rest_time': None, 'servings': '5', 'soak_time': None, 'total_time': '2 hrs', 'yield': None}",[],[],Sometimes I use a blender or a food processor in Step 1 instead of a mortar and pestle.,unknown,"{'Calories': '424', 'Carbs': '18g', 'Fat': '21g', 'Protein': '39g'}",https://www.allrecipes.com/recipe/236901/southern-bbq-chicken/
louisiana crawfish boil,"This crawfish boil is quite a feast! Invite the family and dig into this messy, delicious meal. Combining crawfish, sausage, corn, mushrooms, potatoes, and artichokes, this is a dish you'll crave over and over. Add other seafood or vegetables to your liking.",4.6,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '1 hr', 'cool_time': None, 'fry_time': None, 'prep_time': '30 mins', 'rest_time': None, 'servings': '10', 'soak_time': None, 'total_time': '1 hr 30 mins', 'yield': None}",[],[],unknown,unknown,"{'Calories': '541', 'Carbs': '38g', 'Fat': '22g', 'Protein': '51g'}",https://www.allrecipes.com/recipe/140993/louisiana-crawfish-boil/
peach pound cake,This peach pound cake is made with freshly diced sweet summer peaches for a delicious treat. ,4.7,"{'active_time': None, 'additional_time': '10 mins', 'bake_time': None, 'cook_time': '1 hr', 'cool_time': None, 'fry_time': None, 'prep_time': '20 mins', 'rest_time': None, 'servings': '16', 'soak_time': None, 'total_time': '1 hr 30 mins', 'yield': '1 (10-inch) cake'}",[],[],This peach pound cake can also be made with other fruits such as apples or cherries.,unknown,"{'Calories': '307', 'Carbs': '44g', 'Fat': '13g', 'Protein': '4g'}",https://www.allrecipes.com/recipe/17635/ga-peach-pound-cake/
ultimate frozen strawberry margarita,"A strawberry margarita is the perfect summer cocktail! Made with frozen strawberries and limeade concentrate, this five-ingredient margarita is ready to refresh you in just minutes. For an extra-sweet presentation, dip the rims of your margarita glasses in powdered sugar.",4.8,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': None, 'cool_time': None, 'fry_time': None, 'prep_time': '5 mins', 'rest_time': None, 'servings': '4', 'soak_time': None, 'total_time': '5 mins', 'yield': None}",[],[],unknown,unknown,"{'Calories': None, 'Carbs': None, 'Fat': None, 'Protein': None}",https://www.allrecipes.com/recipe/24494/ultimate-frozen-strawberry-margarita/
crustless spinach quiche,"This crustless quiche made with eggs, spinach, and Muenster cheese is perfect to serve at any meal. With no crust to bake, this light-tasting quiche is ready to serve in under an hour. ",4.8,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '35 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '15 mins', 'rest_time': None, 'servings': '6', 'soak_time': None, 'total_time': '50 mins', 'yield': '1 (9-inch) quiche'}",[],[],"Make it your own by adding leftover ham and substituting Cheddar, feta, or goat cheese for the Muenster. ",unknown,"{'Calories': '310', 'Carbs': '5g', 'Fat': '24g', 'Protein': '20g'}",https://www.allrecipes.com/recipe/20876/crustless-spinach-quiche/
grilled asparagus,"Grilled asparagus is simple to make, but it lets you enjoy the natural flavor of your veggies. Fresh asparagus spears are coated with a bit of oil, salt, and pepper and cooked quickly over high heat on the grill. That's it! ",4.8,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '5 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '10 mins', 'rest_time': None, 'servings': '4', 'soak_time': None, 'total_time': '15 mins', 'yield': None}",[],[],I like to pair these grilled asparagus spears with marinated grilled chicken or grilled salmon.,unknown,"{'Calories': '55', 'Carbs': '5g', 'Fat': '4g', 'Protein': '3g'}",https://www.allrecipes.com/recipe/17445/grilled-asparagus/
amazing shrimp and langostino lobster linguine,"This recipe with langostinos and shrimp did not take hours in the kitchen, so it allowed me to enjoy our company. It was our turn to host our dinner club, and the theme was Italian. We had great fun with friends!",4.7,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '25 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '15 mins', 'rest_time': None, 'servings': '8', 'soak_time': None, 'total_time': '40 mins', 'yield': None}",[],[],unknown,unknown,"{'Calories': '599', 'Carbs': '51g', 'Fat': '26g', 'Protein': '38g'}",https://www.allrecipes.com/recipe/235556/amazing-shrimp-and-langostino-lobster-linguine/
mom's meatloaf,"My mom's meatloaf is the only meatloaf I've ever liked! It's seasoned with fresh onion and a touch of bell pepper, and it's glazed with a sweet ketchup sauce. For our small family, we cook one loaf and freeze the other to cook at a later time.",4.5,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '1 hr 15 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '20 mins', 'rest_time': None, 'servings': '8', 'soak_time': None, 'total_time': '1 hr 35 mins', 'yield': '2 loaves'}",[],[],unknown,unknown,"{'Calories': '328', 'Carbs': '12g', 'Fat': '15g', 'Protein': '35g'}",https://www.allrecipes.com/recipe/183403/moms-meatloaf/
easy baked chicken thighs,These easy baked chicken thighs require minimum preparation; I love this quick recipe because I'm a college student! Feel free to season the chicken with your favorite spices. I like to use cayenne powder and black pepper.,4.2,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '30 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '5 mins', 'rest_time': None, 'servings': '4', 'soak_time': None, 'total_time': '35 mins', 'yield': None}",[],[],unknown,unknown,"{'Calories': '162', 'Carbs': '3g', 'Fat': '8g', 'Protein': '20g'}",https://www.allrecipes.com/recipe/235153/easy-baked-chicken-thighs/
